LineId,Label,Timestamp,Date,Node,Time,NodeRepeat,Type,Component,Level,Content,EventId,EventTemplate
1831,-,1133448168,2005.12.01,R57-M1-N0-C:J02-U01,2005-12-01-06.42.48.326640,R57-M1-N0-C:J02-U01,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E7,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.
828,-,1121172258,2005.07.12,R31-M0-NA-C:J03-U11,2005-07-12-05.44.18.854186,R31-M0-NA-C:J03-U11,RAS,KERNEL,INFO,generating core.6711,E67,generating core.<*>
1504,-,1129550629,2005.10.17,R02-M0-N4-C:J04-U11,2005-10-17-05.03.49.800918,R02-M0-N4-C:J04-U11,RAS,KERNEL,INFO,data cache search parity error detected. attempting to correct,E51,data cache search parity error detected. attempting to correct
1263,-,1124306491,2005.08.17,R12-M0-N4-I:J18-U01,2005-08-17-12.21.31.579167,R12-M0-N4-I:J18-U01,RAS,APP,FATAL,ciod: LOGIN chdir(/p/bg1/da) failed: No such file or directory,E37,ciod: LOGIN chdir(<*>) failed: No such file or directory
317,-,1118809915,2005.06.14,R02-M1-N0-C:J12-U11,2005-06-14-21.31.55.295748,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected
1647,-,1131127543,2005.11.04,R62-M0-NC-C:J06-U11,2005-11-04-10.05.43.570607,R62-M0-NC-C:J06-U11,RAS,KERNEL,INFO,16469355 floating point alignment exceptions,E4,<*> floating point alignment exceptions
1061,-,1121903735,2005.07.20,R12-M1-N5-C:J15-U11,2005-07-20-16.55.35.876056,R12-M1-N5-C:J15-U11,RAS,KERNEL,INFO,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions
1561,-,1131059283,2005.11.03,R67-M1-ND-C:J10-U11,2005-11-03-15.08.03.331945,R67-M1-ND-C:J10-U11,RAS,KERNEL,INFO,iar 00106228 dear 0244c21c,E70,iar <*> dear <*>
570,-,1120447377,2005.07.03,R23-M1-N5-C:J03-U11,2005-07-03-20.22.57.506170,R23-M1-N5-C:J03-U11,RAS,KERNEL,INFO,generating core.6139,E67,generating core.<*>
222,-,1118768162,2005.06.14,R25-M0-ND-C:J04-U01,2005-06-14-09.56.02.974678,R25-M0-ND-C:J04-U01,RAS,KERNEL,FATAL,data address: 0x00000002,E50,data address: <*>
439,-,1119803528,2005.06.26,R05-M0-NE-C:J05-U01,2005-06-26-09.32.08.442047,R05-M0-NE-C:J05-U01,RAS,KERNEL,INFO,data store interrupt caused by icbi.........0,E54,data store interrupt caused by icbi.........<*>
1646,-,1131127543,2005.11.04,R62-M0-NC-C:J11-U01,2005-11-04-10.05.43.243815,R62-M0-NC-C:J11-U01,RAS,KERNEL,INFO,16604010 floating point alignment exceptions,E4,<*> floating point alignment exceptions
1063,-,1121903856,2005.07.20,R02-M0-N8-C:J12-U01,2005-07-20-16.57.36.030657,R02-M0-N8-C:J12-U01,RAS,KERNEL,INFO,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions
826,-,1121172217,2005.07.12,R27-M1-NB-C:J12-U11,2005-07-12-05.43.37.421103,R27-M1-NB-C:J12-U11,RAS,KERNEL,INFO,generating core.6425,E67,generating core.<*>
34,-,1117985413,2005.06.05,R31-M1-N7-C:J05-U11,2005-06-05-08.30.13.824307,R31-M1-N7-C:J05-U11,RAS,KERNEL,INFO,generating core.4155,E67,generating core.<*>
1427,-,1127243367,2005.09.20,,2005-09-20-12.09.27.065172,,RAS,MMCS,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",E74,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)"
1635,-,1131126736,2005.11.04,R62-M0-N6-C:J15-U11,2005-11-04-09.52.16.767608,R62-M0-N6-C:J15-U11,RAS,KERNEL,INFO,iar 00106bd8 dear 0245cf3c,E70,iar <*> dear <*>
888,-,1121309141,2005.07.13,R05-M0-NE-C:J04-U11,2005-07-13-19.45.41.015068,R05-M0-NE-C:J04-U11,RAS,KERNEL,INFO,generating core.1103,E67,generating core.<*>
1457,-,1127380615,2005.09.22,R63-M1-NA-C:J14-U11,2005-09-22-02.16.55.345135,R63-M1-NA-C:J14-U11,RAS,KERNEL,INFO,total of 1 ddr error(s) detected and corrected,E118,total of <*> ddr error(s) detected and corrected
1510,-,1129724004,2005.10.19,R13-M1-N8-C:J02-U11,2005-10-19-05.13.24.054893,R13-M1-N8-C:J02-U11,RAS,KERNEL,INFO,"CE sym 13, at 0x00f254e0, mask 0x20",E18,"CE sym <*>, at <*>, mask <*>"
1268,-,1124546691,2005.08.20,R44-M1-N4-I:J18-U11,2005-08-20-07.04.51.651202,R44-M1-N4-I:J18-U11,RAS,KERNEL,INFO,ciod: generated 1 core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm,E34,ciod: generated <*> core files for program <*>
622,-,1120908821,2005.07.09,R20-M0-N8-I:J18-U01,2005-07-09-04.33.41.091472,R20-M0-N8-I:J18-U01,RAS,KERNEL,INFO,ciod: duplicate canonical-rank 31 to logical-rank 0 mapping at line 3 of node map file /p/gb2/pakin1/sweep3d-5x5x400-10mk-3mmi-1024pes-sweep/sweep.map,E20,ciod: duplicate canonical-rank <*> to logical-rank <*> mapping at line <*> of node map file /<*>
1320,-,1125084446,2005.08.26,R67-M0-N8-C:J06-U11,2005-08-26-12.27.26.648114,R67-M0-N8-C:J06-U11,RAS,KERNEL,INFO,iar 003a9260 dear 01299e48,E70,iar <*> dear <*>
260,-,1118771075,2005.06.14,R24-M0-NF-C:J09-U01,2005-06-14-10.44.35.353282,R24-M0-NF-C:J09-U01,RAS,KERNEL,FATAL,auxiliary processor.........................0,E15,auxiliary processor.........................<*>
297,-,1118773031,2005.06.14,R21-M0-N2-C:J17-U11,2005-06-14-11.17.11.514583,R21-M0-N2-C:J17-U11,RAS,KERNEL,FATAL,floating pt ex mode 0 enable......0,E63,floating pt ex mode <*> enable......<*>
1825,-,1133448080,2005.12.01,R56-M0-N1-C:J05-U11,2005-12-01-06.41.20.180521,R56-M0-N1-C:J05-U11,RAS,KERNEL,INFO,"10730 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E12,"<*> total interrupts. 0 critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."
285,-,1118772070,2005.06.14,R21-M1-N2-C:J10-U11,2005-06-14-11.01.10.339106,R21-M1-N2-C:J10-U11,RAS,KERNEL,FATAL,machine state register: 0x00002000,E85,machine state register: <*>
1643,-,1131127308,2005.11.04,R62-M0-NB-C:J12-U01,2005-11-04-10.01.48.158698,R62-M0-NB-C:J12-U01,RAS,KERNEL,INFO,iar 001063a0 dear 02f67e4c,E70,iar <*> dear <*>
1701,-,1131473377,2005.11.08,R62-M0-NA-C:J04-U11,2005-11-08-10.09.37.180669,R62-M0-NA-C:J04-U11,RAS,KERNEL,INFO,iar 001061e8 dear 0247015c,E70,iar <*> dear <*>
557,-,1120266974,2005.07.01,R32-M0-NF-C:J17-U11,2005-07-01-18.16.14.553770,R32-M0-NF-C:J17-U11,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions
1129,-,1122165882,2005.07.23,R11-M1-NE-C:J10-U11,2005-07-23-17.44.42.945213,R11-M1-NE-C:J10-U11,RAS,KERNEL,INFO,generating core.2317,E67,generating core.<*>
1092,-,1122143917,2005.07.23,R37-M1-N1-C:J11-U11,2005-07-23-11.38.37.267951,R37-M1-N1-C:J11-U11,RAS,KERNEL,INFO,generating core.28529,E67,generating core.<*>
1451,-,1127265314,2005.09.20,R27-M1-N4-I:J18-U01,2005-09-20-18.15.14.037829,R27-M1-N4-I:J18-U01,RAS,APP,FATAL,ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.05) failed: No such file or directory,E37,ciod: LOGIN chdir(<*>) failed: No such file or directory
290,-,1118772337,2005.06.14,R24-M0-N7-C:J06-U01,2005-06-14-11.05.37.845720,R24-M0-N7-C:J06-U01,RAS,KERNEL,FATAL,critical input interrupt enable...0,E48,critical input interrupt enable...<*>
1949,-,1133892304,2005.12.06,R12-M0-NC,2005-12-06-10.05.04.300635,R12-M0-NC,,DISCOVERY,WARNING,Node card is not fully functional,E90,Node card is not fully functional
142,KERNDTLB,1118549971,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-21.19.31.616037,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt,E55,data TLB error interrupt
1583,-,1131060387,2005.11.03,R67-M0-N6-C:J03-U11,2005-11-03-15.26.27.238003,R67-M0-N6-C:J03-U11,RAS,KERNEL,INFO,iar 00106580 dear 02494bfc,E70,iar <*> dear <*>
275,-,1118771823,2005.06.14,R26-M1-ND-C:J05-U11,2005-06-14-10.57.03.800229,R26-M1-ND-C:J05-U11,RAS,KERNEL,FATAL,guaranteed instruction cache block touch.0,E69,guaranteed instruction cache block touch.<*>
1563,-,1131059401,2005.11.03,R66-M0-N0-C:J07-U01,2005-11-03-15.10.01.251362,R66-M0-N0-C:J07-U01,RAS,KERNEL,INFO,iar 001061dc dear 0244c25c,E70,iar <*> dear <*>
1395,-,1126267442,2005.09.09,R13-M0-N2-C:J09-U01,2005-09-09-05.04.02.346866,R13-M0-N2-C:J09-U01,RAS,KERNEL,INFO,1 torus receiver y+ input pipe error(s) (dcr 0x02ee) detected and corrected,E9,<*> torus receiver y+ input pipe error(s) (dcr <*>) detected and corrected
345,-,1118916076,2005.06.16,R23-M1-N4-C:J08-U01,2005-06-16-03.01.16.662641,R23-M1-N4-C:J08-U01,RAS,KERNEL,INFO,generating core.2790,E67,generating core.<*>
1909,-,1133455322,2005.12.01,R66-M0-NC-C:J04-U11,2005-12-01-08.42.02.759879,R66-M0-NC-C:J04-U11,RAS,KERNEL,INFO,"10684 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E12,"<*> total interrupts. 0 critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."
660,-,1120934002,2005.07.09,R24-M1-N5-C:J14-U01,2005-07-09-11.33.22.478541,R24-M1-N5-C:J14-U01,RAS,KERNEL,INFO,generating core.36248,E67,generating core.<*>
922,-,1121312351,2005.07.13,R37-M1-N8-C:J08-U11,2005-07-13-20.39.11.473210,R37-M1-N8-C:J08-U11,RAS,KERNEL,INFO,generating core.27926,E67,generating core.<*>
1615,-,1131066789,2005.11.03,R24-M1-ND-C:J12-U11,2005-11-03-17.13.09.263119,R24-M1-ND-C:J12-U11,RAS,KERNEL,INFO,62500 floating point alignment exceptions,E4,<*> floating point alignment exceptions
246,-,1118770227,2005.06.14,R25-M1-N6-C:J15-U11,2005-06-14-10.30.27.419268,R25-M1-N6-C:J15-U11,RAS,KERNEL,FATAL,program interrupt: privileged instruction...0,E103,program interrupt: privileged instruction...<*>
1763,-,1132326853,2005.11.18,R63-M1-N4-I:J18-U01,2005-11-18-07.14.13.952254,R63-M1-N4-I:J18-U01,RAS,KERNEL,INFO,"ciod: Received signal 15, code=0, errno=0, address=0x000001b0",E41,"ciod: Received signal <*>, code=<*>, errno=<*>, address=<*>"
1760,-,1132234526,2005.11.17,R72-M1-NE-C:J04-U01,2005-11-17-05.35.26.782649,R72-M1-NE-C:J04-U01,RAS,KERNEL,INFO,18507114 torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over 198 seconds,E11,<*> torus sender z- retransmission error(s) (dcr <*>) detected and corrected over <*> seconds
204,-,1118766935,2005.06.14,R20-M1-NC-C:J05-U01,2005-06-14-09.35.35.569986,R20-M1-NC-C:J05-U01,RAS,KERNEL,FATAL,instruction address: 0x00004ed8,E76,instruction address: <*>
642,-,1120931338,2005.07.09,R21-M1-NE-C:J11-U11,2005-07-09-10.48.58.719782,R21-M1-NE-C:J11-U11,RAS,KERNEL,INFO,generating core.42109,E67,generating core.<*>
1216,-,1123110898,2005.08.03,,2005-08-03-16.14.58.668464,,RAS,MMCS,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",E74,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)"
1625,-,1131125989,2005.11.04,R62-M0-N8-C:J13-U11,2005-11-04-09.39.49.409481,R62-M0-N8-C:J13-U11,RAS,KERNEL,INFO,iar 00106b8c dear 0245ce8c,E70,iar <*> dear <*>
1550,-,1131058319,2005.11.03,R67-M0-ND-C:J03-U01,2005-11-03-14.51.59.126492,R67-M0-ND-C:J03-U01,RAS,KERNEL,INFO,iar 00106228 dear 0244c1ec,E70,iar <*> dear <*>
386,-,1119677904,2005.06.24,R36-M0-N5-C:J03-U01,2005-06-24-22.38.24.830252,R36-M0-N5-C:J03-U01,RAS,KERNEL,INFO,"CE sym 23, at 0x03f89c00, mask 0x10",E18,"CE sym <*>, at <*>, mask <*>"
984,-,1121496460,2005.07.15,R06-M1-N7-C:J06-U11,2005-07-15-23.47.40.002166,R06-M1-N7-C:J06-U11,RAS,KERNEL,INFO,generating core.59042,E67,generating core.<*>
572,-,1120447451,2005.07.03,R32-M1-N5-C:J16-U11,2005-07-03-20.24.11.514321,R32-M1-N5-C:J16-U11,RAS,KERNEL,INFO,generating core.13776,E67,generating core.<*>
37,-,1117985547,2005.06.05,R31-M1-NC-C:J14-U11,2005-06-05-08.32.27.814949,R31-M1-NC-C:J14-U11,RAS,KERNEL,INFO,generating core.4876,E67,generating core.<*>
1487,-,1129158022,2005.10.12,R23-M0-N8-C:J15-U11,2005-10-12-16.00.22.364012,R23-M0-N8-C:J15-U11,RAS,KERNEL,INFO,"CE sym 5, at 0x13253280, mask 0x04",E18,"CE sym <*>, at <*>, mask <*>"
780,-,1120969179,2005.07.09,R31-M1-N7-C:J03-U01,2005-07-09-21.19.39.649600,R31-M1-N7-C:J03-U01,RAS,KERNEL,INFO,generating core.8803,E67,generating core.<*>
509,-,1120216479,2005.07.01,R23-M1-NE-C:J13-U01,2005-07-01-04.14.39.846764,R23-M1-NE-C:J13-U01,RAS,KERNEL,INFO,generating core.4525,E67,generating core.<*>
392,-,1119714992,2005.06.25,R20-M1-NB-C:J17-U01,2005-06-25-08.56.32.658269,R20-M1-NB-C:J17-U01,RAS,KERNEL,INFO,generating core.4184,E67,generating core.<*>
519,-,1120217126,2005.07.01,R14-M1-NE-C:J14-U11,2005-07-01-04.25.26.994401,R14-M1-NE-C:J14-U11,RAS,KERNEL,INFO,generating core.332,E67,generating core.<*>
605,-,1120772538,2005.07.07,R01-M1-N8-C:J06-U01,2005-07-07-14.42.18.270771,R01-M1-N8-C:J06-U01,RAS,KERNEL,INFO,generating core.2950,E67,generating core.<*>
1676,-,1131142767,2005.11.04,R62-M0-N0-C:J04-U11,2005-11-04-14.19.27.963289,R62-M0-N0-C:J04-U11,RAS,KERNEL,INFO,iar 001066c4 dear 0252523c,E70,iar <*> dear <*>
761,-,1120968137,2005.07.09,R22-M0-ND-C:J13-U11,2005-07-09-21.02.17.017814,R22-M0-ND-C:J13-U11,RAS,KERNEL,INFO,generating core.13753,E67,generating core.<*>
1527,-,1130840276,2005.11.01,R20-M1-NF-C:J10-U01,2005-11-01-02.17.56.853469,R20-M1-NF-C:J10-U01,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected
262,-,1118771098,2005.06.14,R26-M1-N4-C:J13-U11,2005-06-14-10.44.58.632865,R26-M1-N4-C:J13-U11,RAS,KERNEL,FATAL,machine check enable..............0,E83,machine check enable..............<*>
482,-,1120145915,2005.06.30,R04-M0-NF-C:J12-U01,2005-06-30-08.38.35.958902,R04-M0-NF-C:J12-U01,RAS,KERNEL,INFO,generating core.257,E67,generating core.<*>
1715,-,1131477559,2005.11.08,R62-M0-ND-C:J05-U01,2005-11-08-11.19.19.457791,R62-M0-ND-C:J05-U01,RAS,KERNEL,INFO,iar 00106200 dear 0247019c,E70,iar <*> dear <*>
507,-,1120216246,2005.07.01,R31-M1-N5-C:J11-U01,2005-07-01-04.10.46.426573,R31-M1-N5-C:J11-U01,RAS,KERNEL,INFO,generating core.9825,E67,generating core.<*>
1666,-,1131131553,2005.11.04,R63-M0-NE-C:J11-U11,2005-11-04-11.12.33.858917,R63-M0-NE-C:J11-U11,RAS,KERNEL,INFO,iar 001069a8 dear 02f7bd7c,E70,iar <*> dear <*>
461,-,1120091562,2005.06.29,R37-M0-NA-C:J15-U01,2005-06-29-17.32.42.585032,R37-M0-NA-C:J15-U01,RAS,KERNEL,INFO,generating core.26918,E67,generating core.<*>
1911,-,1133455467,2005.12.01,R40-M1-NE-C:J10-U11,2005-12-01-08.44.27.738774,R40-M1-NE-C:J10-U11,RAS,KERNEL,INFO,"10676 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E12,"<*> total interrupts. 0 critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."
1621,-,1131125519,2005.11.04,R62-M0-N0-C:J14-U01,2005-11-04-09.31.59.900525,R62-M0-N0-C:J14-U01,RAS,KERNEL,INFO,iar 00106bd8 dear 0245ce0c,E70,iar <*> dear <*>
102,-,1118371043,2005.06.09,R11-M0-N7-C:J16-U11,2005-06-09-19.37.23.866536,R11-M0-N7-C:J16-U11,RAS,KERNEL,INFO,generating core.8280,E67,generating core.<*>
1519,-,1130479310,2005.10.27,R55-M0-N9-C:J06-U11,2005-10-27-23.01.50.720520,R55-M0-N9-C:J06-U11,RAS,KERNEL,INFO,16 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected,E13,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected
1570,-,1131059658,2005.11.03,R66-M0-N4-C:J16-U01,2005-11-03-15.14.18.909332,R66-M0-N4-C:J16-U01,RAS,KERNEL,INFO,iar 00106210 dear 0244c26c,E70,iar <*> dear <*>
1895,-,1133455110,2005.12.01,R71-M1-N3-C:J08-U01,2005-12-01-08.38.30.513495,R71-M1-N3-C:J08-U01,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E7,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.
1554,-,1131058417,2005.11.03,R66-M0-N8-C:J11-U01,2005-11-03-14.53.37.642554,R66-M0-N8-C:J11-U01,RAS,KERNEL,INFO,iar 001061dc dear 0244c22c,E70,iar <*> dear <*>
676,-,1120935334,2005.07.09,R21-M1-N0-C:J13-U11,2005-07-09-11.55.34.841282,R21-M1-N0-C:J13-U11,RAS,KERNEL,INFO,generating core.14589,E67,generating core.<*>
1761,-,1132236972,2005.11.17,R72-M1-N6-C:J04-U01,2005-11-17-06.16.12.504899,R72-M1-N6-C:J04-U01,RAS,KERNEL,INFO,26741629 torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over 268 seconds,E11,<*> torus sender z- retransmission error(s) (dcr <*>) detected and corrected over <*> seconds
934,-,1121313856,2005.07.13,R33-M0-N2-C:J15-U11,2005-07-13-21.04.16.708949,R33-M0-N2-C:J15-U11,RAS,KERNEL,INFO,generating core.7156,E67,generating core.<*>
630,-,1120924566,2005.07.09,R35-M1-N7-C:J10-U01,2005-07-09-08.56.06.557539,R35-M1-N7-C:J10-U01,RAS,KERNEL,INFO,generating core.8897,E67,generating core.<*>
6,-,1117842974,2005.06.03,R24-M0-N1-C:J13-U11,2005-06-03-16.56.14.254137,R24-M0-N1-C:J13-U11,RAS,KERNEL,INFO,162 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions
1901,-,1133455159,2005.12.01,R60-M0-N4-C:J05-U11,2005-12-01-08.39.19.744712,R60-M0-N4-C:J05-U11,RAS,KERNEL,INFO,"10668 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E12,"<*> total interrupts. 0 critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."
540,-,1120263044,2005.07.01,R36-M0-N5-C:J16-U11,2005-07-01-17.10.44.021307,R36-M0-N5-C:J16-U11,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions
1882,-,1133454756,2005.12.01,R07-M0-NF-C:J13-U11,2005-12-01-08.32.36.360568,R07-M0-NF-C:J13-U11,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E7,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.
1247,-,1123914842,2005.08.12,R66-M0-N8-I:J18-U01,2005-08-12-23.34.02.183112,R66-M0-N8-I:J18-U01,RAS,APP,FATAL,"ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error",E25,"ciod: Error loading /<*>: invalid or missing program image, Exec format error"
1841,-,1133448397,2005.12.01,R66-M0-NB-C:J17-U11,2005-12-01-06.46.37.568406,R66-M0-NB-C:J17-U11,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E7,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.
854,-,1121252775,2005.07.13,R21-M0-N2-C:J07-U01,2005-07-13-04.06.15.639557,R21-M0-N2-C:J07-U01,RAS,KERNEL,INFO,112625368 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions
1083,-,1122139727,2005.07.23,R04-M0-N4-C:J12-U01,2005-07-23-10.28.47.226151,R04-M0-N4-C:J12-U01,RAS,KERNEL,INFO,15 floating point alignment exceptions,E4,<*> floating point alignment exceptions
1992,-,1135643288,2005.12.26,R37-M1-NC-C:J02-U11,2005-12-26-16.28.08.716176,R37-M1-NC-C:J02-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected
1720,-,1131525612,2005.11.09,R62-M0-N4-C:J13-U01,2005-11-09-00.40.12.350846,R62-M0-N4-C:J13-U01,RAS,KERNEL,FATAL,program interrupt: privileged instruction...0,E103,program interrupt: privileged instruction...<*>
103,-,1118371064,2005.06.09,R00-M1-N6-C:J12-U01,2005-06-09-19.37.44.455502,R00-M1-N6-C:J12-U01,RAS,KERNEL,INFO,generating core.12357,E67,generating core.<*>
1840,-,1133448393,2005.12.01,R66-M0-N2-C:J17-U11,2005-12-01-06.46.33.760675,R66-M0-N2-C:J17-U11,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E7,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.
1210,-,1123110754,2005.08.03,,2005-08-03-16.12.34.240816,,RAS,MMCS,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",E74,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)"
427,-,1119726549,2005.06.25,R01-M1-NB-C:J14-U01,2005-06-25-12.09.09.759272,R01-M1-NB-C:J14-U01,RAS,KERNEL,INFO,generating core.10752,E67,generating core.<*>
702,-,1120938674,2005.07.09,R02-M0-N5-C:J03-U01,2005-07-09-12.51.14.943043,R02-M0-N5-C:J03-U01,RAS,KERNEL,INFO,generating core.4035,E67,generating core.<*>
485,-,1120146085,2005.06.30,R32-M0-N8-C:J11-U01,2005-06-30-08.41.25.502105,R32-M0-N8-C:J11-U01,RAS,KERNEL,INFO,generating core.8021,E67,generating core.<*>
266,-,1118771330,2005.06.14,R26-M1-N6-C:J05-U01,2005-06-14-10.48.50.649332,R26-M1-N6-C:J05-U01,RAS,KERNEL,FATAL,floating pt ex mode 1 enable......0,E63,floating pt ex mode <*> enable......<*>
1667,-,1131139987,2005.11.04,R63-M0-N8-C:J16-U11,2005-11-04-13.33.07.115361,R63-M0-N8-C:J16-U11,RAS,KERNEL,INFO,iar 001066ac dear 0252524c,E70,iar <*> dear <*>
164,-,1118686962,2005.06.13,R26-M0-NB-C:J07-U01,2005-06-13-11.22.42.601119,R26-M0-NB-C:J07-U01,RAS,KERNEL,INFO,"CE sym 10, at 0x08d10580, mask 0x08",E18,"CE sym <*>, at <*>, mask <*>"
1497,-,1129273482,2005.10.14,R53-M1-N0-C:J04-U11,2005-10-14-00.04.42.389631,R53-M1-N0-C:J04-U11,RAS,KERNEL,INFO,4 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected,E13,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected
64,-,1118081048,2005.06.06,R02-M1-N0-C:J12-U11,2005-06-06-11.04.08.452393,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected
234,-,1118769562,2005.06.14,R26-M0-N0-C:J04-U11,2005-06-14-10.19.22.998644,R26-M0-N0-C:J04-U11,RAS,KERNEL,FATAL,exception syndrome register: 0x00800000,E61,exception syndrome register: <*>
698,-,1120938541,2005.07.09,R12-M0-N6-C:J05-U11,2005-07-09-12.49.01.731883,R12-M0-N6-C:J05-U11,RAS,KERNEL,INFO,generating core.58351,E67,generating core.<*>
1535,-,1131057877,2005.11.03,R60-M1-NC-C:J10-U11,2005-11-03-14.44.37.862831,R60-M1-NC-C:J10-U11,RAS,KERNEL,INFO,iar 00106210 dear 0244c1dc,E70,iar <*> dear <*>
1875,-,1133454715,2005.12.01,R11-M1-N3-C:J10-U01,2005-12-01-08.31.55.274517,R11-M1-N3-C:J10-U01,RAS,KERNEL,INFO,"10752 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E12,"<*> total interrupts. 0 critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."
484,-,1120146042,2005.06.30,R21-M0-N0-C:J05-U11,2005-06-30-08.40.42.786067,R21-M0-N0-C:J05-U11,RAS,KERNEL,INFO,generating core.22783,E67,generating core.<*>
1727,-,1131582346,2005.11.09,R63-M0-N0-C:J03-U11,2005-11-09-16.25.46.239765,R63-M0-N0-C:J03-U11,RAS,KERNEL,INFO,iar 00106448 dear 0246dbec,E70,iar <*> dear <*>
1089,-,1122143241,2005.07.23,R10-M0-NC-C:J15-U11,2005-07-23-11.27.21.304353,R10-M0-NC-C:J15-U11,RAS,KERNEL,INFO,generating core.6940,E67,generating core.<*>
1997,-,1135669430,2005.12.26,R37-M1-NC-C:J02-U11,2005-12-26-23.43.50.733716,R37-M1-NC-C:J02-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected
